iter	Passed	Remaining
1666	20622	4119
1667	20633	4106
1668	20645	4094
1669	20658	4082
1670	20669	4069
1671	20682	4057
1672	20694	4044
1673	20706	4032
1674	20717	4019
1675	20728	4007
1676	20740	3994
1677	20752	3982
1678	20764	3969
1679	20776	3957
1680	20788	3945
1681	20794	3931
1682	20806	3919
1683	20818	3906
1684	20830	3894
1685	20842	3881
1686	20851	3868
1687	20863	3856
1688	20874	3843
1689	20886	3831
1690	20898	3818
1691	20904	3805
1692	20915	3792
1693	20926	3780
1694	20937	3767
1695	20950	3755
1696	20962	3742
1697	20974	3730
1698	20989	3718
1699	21006	3707
1700	21023	3695
1701	21036	3683
1702	21048	3670
1703	21060	3658
1704	21072	3645
1705	21084	3633
1706	21096	3621
1707	21109	3608
1708	21121	3596
1709	21133	3584
1710	21147	3571
1711	21160	3559
1712	21173	3547
1713	21187	3535
1714	21200	3523
1715	21213	3510
1716	21225	3498
1717	21237	3486
1718	21251	3473
1719	21264	3461
1720	21277	3449
1721	21289	3437
1722	21298	3424
1723	21311	3411
1724	21323	3399
1725	21336	3387
1726	21349	3374
1727	21361	3362
1728	21373	3350
1729	21386	3337
1730	21403	3326
1731	21419	3314
1732	21434	3302
1733	21449	3290
1734	21462	3278
1735	21475	3265
1736	21489	3253
1737	21502	3241
1738	21515	3229
1739	21528	3216
1740	21539	3204
1741	21551	3191
1742	21563	3179
1743	21575	3166
1744	21587	3154
1745	21600	3142
1746	21613	3130
1747	21626	3117
1748	21640	3105
1749	21653	3093
1750	21666	3081
1751	21679	3068
1752	21687	3055
1753	21700	3043
1754	21713	3031
1755	21725	3018
1756	21738	3006
1757	21751	2994
1758	21765	2982
1759	21778	2969
1760	21791	2957
1761	21805	2945
1762	21817	2932
1763	21829	2920
1764	21840	2907
1765	21852	2895
1766	21863	2882
1767	21874	2870
1768	21887	2858
1769	21898	2845
1770	21910	2833
1771	21922	2820
1772	21926	2807
1773	21937	2794
1774	21944	2781
1775	21956	2769
1776	21968	2756
1777	21979	2744
1778	21992	2732
1779	22004	2719
1780	22016	2707
1781	22028	2694
1782	22040	2682
1783	22051	2669
1784	22063	2657
1785	22074	2645
1786	22086	2632
1787	22098	2620
1788	22110	2607
1789	22121	2595
1790	22133	2582
1791	22146	2570
1792	22158	2558
1793	22169	2545
1794	22181	2533
1795	22188	2520
1796	22201	2507
1797	22213	2495
1798	22227	2483
1799	22239	2471
1800	22244	2457
1801	22257	2445
1802	22269	2433
1803	22281	2420
1804	22294	2408
1805	22307	2396
1806	22321	2384
1807	22336	2371
1808	22349	2359
1809	22362	2347
1810	22374	2335
1811	22386	2322
1812	22398	2310
1813	22411	2297
1814	22423	2285
1815	22434	2273
1816	22446	2260
1817	22458	2248
1818	22469	2235
1819	22481	2223
1820	22493	2211
1821	22505	2198
1822	22517	2186
1823	22529	2173
1824	22540	2161
1825	22552	2149
1826	22565	2136
1827	22576	2124
1828	22588	2111
1829	22601	2099
1830	22614	2087
1831	22627	2075
1832	22640	2062
1833	22653	2050
1834	22666	2038
1835	22678	2025
1836	22691	2013
1837	22704	2001
1838	22718	1988
1839	22731	1976
1840	22741	1964
1841	22754	1951
1842	22767	1939
1843	22780	1927
1844	22793	1914
1845	22805	1902
1846	22818	1890
1847	22831	1877
1848	22843	1865
1849	22856	1853
1850	22870	1841
1851	22885	1828
1852	22899	1816
1853	22914	1804
1854	22927	1792
1855	22939	1779
1856	22951	1767
1857	22964	1755
1858	22976	1742
1859	22988	1730
1860	23000	1717
1861	23013	1705
1862	23024	1693
1863	23037	1680
1864	23049	1668
1865	23061	1656
1866	23076	1643
1867	23089	1631
1868	23103	1619
1869	23117	1607
1870	23130	1594
1871	23143	1582
1872	23157	1570
1873	23171	1557
1874	23184	1545
1875	23197	1533
1876	23210	1521
1877	23224	1508
1878	23236	1496
1879	23249	1483
1880	23262	1471
1881	23274	1459
1882	23286	1446
1883	23298	1434
1884	23309	1422
1885	23320	1409
1886	23333	1397
1887	23344	1384
1888	23356	1372
1889	23368	1360
1890	23380	1347
1891	23392	1335
1892	23404	1322
1893	23416	1310
1894	23428	1298
1895	23433	1285
1896	23445	1273
1897	23458	1260
1898	23470	1248
1899	23483	1235
1900	23496	1223
1901	23508	1211
1902	23521	1198
1903	23534	1186
1904	23547	1174
1905	23560	1161
1906	23572	1149
1907	23584	1137
1908	23597	1124
1909	23609	1112
1910	23622	1100
1911	23634	1087
1912	23646	1075
1913	23657	1062
1914	23670	1050
1915	23682	1038
1916	23694	1025
1917	23698	1013
1918	23709	1000
1919	23721	988
1920	23733	976
1921	23745	963
1922	23757	951
1923	23769	938
1924	23778	926
1925	23789	914
1926	23801	901
1927	23812	889
1928	23824	876
1929	23836	864
1930	23850	852
1931	23862	839
1932	23868	827
1933	23879	814
1934	23891	802
1935	23902	790
1936	23914	777
1937	23925	765
1938	23938	753
1939	23949	740
1940	23961	728
1941	23973	715
1942	23985	703
1943	23997	691
1944	24008	678
1945	24020	666
1946	24031	654
1947	24042	641
1948	24054	629
1949	24065	617
1950	24069	604
1951	24081	592
1952	24093	579
1953	24105	567
1954	24110	554
1955	24123	542
1956	24134	530
1957	24146	517
1958	24158	505
1959	24170	493
1960	24181	480
1961	24194	468
1962	24206	456
1963	24217	443
1964	24229	431
1965	24241	419
1966	24253	406
1967	24265	394
1968	24277	382
1969	24289	369
1970	24300	357
1971	24312	345
1972	24323	332
1973	24335	320
1974	24347	308
1975	24358	295
1976	24371	283
1977	24383	271
1978	24395	258
1979	24406	246
1980	24419	234
1981	24431	221
1982	24442	209
1983	24455	197
1984	24467	184
1985	24479	172
1986	24492	160
1987	24504	147
1988	24516	135
1989	24528	123
1990	24540	110
1991	24552	98
1992	24564	86
1993	24576	73
1994	24588	61
1995	24600	49
1996	24612	36
1997	24623	24
1998	24635	12
1999	24647	0
